Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Predicted_Performance_Index
9,74,1,8,4,72.22731653592868
4,96,0,7,9,80.22814353297207
8,72,1,7,8,67.63512536167525
6,92,1,5,3,80.31285234860425
3,67,1,5,3,46.27984953639041
9,42,1,7,1,38.57124001130263
4,57,1,4,1,38.078790462325635
2,92,1,5,3,68.86956331079946
2,66,0,7,4,42.977238366871994
7,40,0,7,6,31.20823915153948
7,45,0,9,7,37.46850975431604
9,50,1,6,2,46.42691506610526
6,73,1,4,8,61.47284241209011
8,78,0,8,1,72.2514787332386
8,60,0,5,2,52.66615639813515
1,95,0,8,4,70.12525786404441
1,52,1,6,3,25.7741033545176
2,77,1,8,5,55.453348525146616
1,91,1,6,3,65.47693956733957
7,40,0,8,2,30.9035651836329
5,78,1,6,6,64.27912031147625
5,71,1,5,0,55.48040937677121
9,88,0,8,8,86.67657977542541
6,43,0,4,5,29.745097862801302
1,48,0,9,5,22.962193559045943
8,45,0,9,0,38.9452676445757
7,93,1,4,6,84.29864653600336
8,74,0,5,5,67.5116270210361
6,57,0,8,8,46.53544831508513
1,99,0,6,1,72.63173327083138
7,54,0,6,7,45.17204285446858
2,56,1,5,3,32.22079142204071
7,82,0,4,4,72.11103285376137
2,54,0,8,0,30.456307102712493
2,58,0,8,4,35.31928679338245
4,65,0,5,2,46.31297456710241
2,61,0,9,0,38.06867714953908
9,62,0,6,7,59.03785890420625
3,52,1,4,7,31.314201883980864
4,67,1,7,1,49.71766474790687
6,96,0,6,6,84.8703976505895
8,76,0,9,4,71.2948262518147
6,83,1,6,7,72.42777325901258
1,72,0,6,4,45.73832479820155
6,83,1,7,1,71.72765232847982
7,84,1,7,6,76.5951134358508
4,75,1,8,9,59.92984408659249
9,58,1,4,2,53.598646682249104
7,72,1,9,4,64.95584909166317
1,83,0,4,5,56.161844219721694
7,86,0,5,7,77.26250902046397
9,50,0,9,9,48.67570844261663
8,81,0,6,2,74.53082662392345
6,41,1,7,8,30.354816160786164
3,65,1,6,6,45.323197054966535
7,56,0,4,0,44.851581453294436
3,56,0,9,3,36.43256264615746
2,69,1,9,1,47.00450302640474
3,79,0,6,0,57.7952254813325
4,63,1,5,9,46.25492691830244
6,43,0,8,9,32.48087161743647
5,77,0,9,1,63.137210470876305
5,68,1,8,9,55.66451625656283
1,91,0,6,2,64.68528522130919
4,45,0,9,9,29.281489938588606
7,85,0,6,7,76.73070753645527
2,52,1,4,5,28.057932661903514
6,70,0,7,4,58.49261317009442
2,87,1,7,3,64.75189601871884
1,94,1,6,3,68.53100389140278
7,52,0,8,5,43.71299292382505
9,46,0,8,5,43.32650879460099
2,78,0,8,4,55.67971562047064
1,78,0,7,8,53.12356732892602
6,97,1,5,4,85.60068303668936
3,81,0,6,6,61.01760925191977
2,44,1,5,1,19.609087163161647
7,40,1,8,9,32.88156041754174
1,77,0,6,5,51.026155486286676
2,54,1,4,7,30.48942250723848
7,69,0,6,1,59.256023586906274
5,71,0,5,8,56.468266362558516
8,53,0,5,2,45.54000630865428
5,67,1,6,1,52.09226705001236
5,63,0,5,5,47.73092438778402
2,68,1,9,6,46.97509899161572
4,73,0,7,9,56.81365038182064
2,69,0,8,3,46.319799166967876
1,55,1,7,4,29.51211111723962
4,42,0,4,9,23.796325827796807
8,97,0,9,7,93.26644696419655
9,83,1,7,3,80.70556606945956
5,64,0,7,3,49.325938781203696
1,80,0,6,3,53.68477284772374
1,83,0,5,3,56.252617214441266
3,43,1,6,1,21.938107938604148
1,46,1,5,0,18.586584305106193
7,85,1,8,0,76.91301394667249
8,48,0,8,2,41.90855897391938
6,59,0,8,0,46.98970334728933
4,40,1,8,5,23.508199713935852
8,93,1,5,1,86.65707134623489
1,66,0,8,2,40.20718910214037
9,60,1,8,1,57.381845913027725
6,63,1,9,3,52.735110378709216
7,74,1,5,7,65.64018258892838
7,60,0,5,8,50.99167502656241
1,99,1,9,3,75.079770970212
9,52,1,7,7,49.93779531272518
1,46,0,8,1,19.6490367937391
2,63,1,7,6,40.912551870152235
5,82,0,5,2,66.48016132957858
2,52,0,6,1,27.645547786625322
7,78,0,5,0,67.73427312043717
3,91,1,6,7,71.98947801149427
7,61,1,8,0,52.48049935416666
6,51,1,9,3,40.51885308245631
3,97,0,7,1,76.80355486437065
7,83,1,5,9,75.19782252374421
3,98,1,7,4,79.00867761438161
6,66,1,4,9,54.54441580392233
7,62,1,8,0,53.49852079552107
3,69,0,6,2,48.01045803041456
7,74,0,8,1,65.31857070836975
7,64,1,4,8,55.171471699351635
7,71,0,4,1,60.31962655492365
9,63,0,7,9,60.93754726553252
7,75,1,6,1,65.95808309975004
2,81,1,4,9,58.37144838643369
6,70,0,9,2,59.069606122159705
2,71,0,6,7,48.17429606023756
3,59,1,6,3,38.62189796290085
8,98,1,8,2,93.40356190635717
4,79,0,8,5,62.617105062040515
6,57,1,6,5,45.56376882117177
2,85,1,9,5,64.0837400133276
7,74,0,9,8,67.188855034907
7,42,0,6,3,32.164891632963354
7,43,1,9,6,35.82867425501146
1,44,0,4,8,17.05217845083896
6,68,0,9,7,58.02218064601626
6,41,0,8,5,29.653934809475338
8,66,0,7,2,59.746724960953024
8,72,0,4,6,65.18708766229463
8,60,0,5,3,52.86387987944823
9,70,0,9,3,67.84979638182637
8,92,0,7,5,86.8084528801069
4,88,1,4,6,70.62607255087772
2,64,0,6,3,40.257252045504394
2,44,1,4,0,18.92514372450286
2,59,1,6,2,35.56335222213658
1,68,0,7,8,42.94335291538193
2,48,1,6,2,24.36511636723808
4,67,0,7,8,50.5077982523811
2,66,0,4,5,41.716301976147925
8,47,1,8,6,42.27536232253458
7,67,0,8,3,58.587867581515034
8,87,0,5,3,80.35045879601728
5,69,0,7,6,55.00921643191497
6,61,1,6,1,48.844960661337105
2,59,0,8,3,36.13958475342378
5,42,0,6,2,26.245523632747897
6,44,0,5,1,30.45844533624912
7,65,0,8,3,56.55182469880622
8,96,1,8,5,91.96068946758757
7,52,1,6,9,44.12537779910323
5,54,0,4,9,38.873405383500916
6,65,0,4,0,51.152952166032925
4,87,1,8,9,72.14610138284542
5,48,0,5,3,32.065155804841716
8,82,0,8,5,77.11445842390853
8,45,1,9,9,41.318709841110696
3,42,0,8,9,22.880383397728465
5,53,0,7,0,37.534532482365954
8,63,0,5,8,56.90656161007683
3,83,1,9,1,64.11762546481768
9,54,1,7,3,51.182944270181686
6,76,1,4,3,63.53828932958796
6,83,1,6,9,72.82322022163873
2,42,1,6,8,19.44332860699008
4,73,0,7,4,55.82503297525526
3,92,0,8,0,72.00194413363127
9,78,1,6,7,75.92013283059413
2,82,0,9,2,59.842574380607836
2,85,1,4,7,62.048087189225164
9,71,0,4,6,67.02988848039143
4,82,0,6,6,64.89645295272538
4,87,0,5,2,68.70944627689943
2,96,0,8,2,73.60865460222385
1,86,1,5,0,59.30744195928258
8,79,1,8,6,74.85204844587568
6,42,0,4,9,29.517970346699194
1,85,1,7,8,60.8436482831242
9,50,0,5,8,46.5331051319207
8,61,0,6,9,55.5544621660268
8,61,1,9,3,56.4207120149028
2,57,1,7,5,34.606699740712706
9,95,1,4,5,91.85861045630148
8,84,0,4,6,77.40334495854756
7,90,1,8,9,83.78263248526221
4,48,1,7,8,31.759321731364643
5,62,0,5,9,47.50379687168191
2,63,1,6,9,41.019502356745754
3,79,1,4,9,59.19622776317606
7,46,0,9,8,38.684254676983535
9,56,1,5,9,53.43288812607755
5,94,0,5,9,80.080482995023
2,41,0,6,5,17.23820585697913
5,74,1,4,2,58.443700706114875
7,67,0,5,8,58.11782511604327
9,58,1,7,2,55.05730655428625
7,77,0,7,6,68.87503248165262
1,94,1,8,4,69.70116728740729
5,74,1,7,1,59.704637096838944
9,57,0,7,1,53.24763076690146
4,50,1,9,3,33.77918712219951
2,49,1,6,0,24.987690845966334
1,56,1,8,9,32.00496992250512
1,65,0,8,9,40.5732320299775
1,70,1,4,0,42.53287894026629
4,71,1,5,1,52.81731059863309
6,60,1,9,1,49.285599092019844
1,99,1,4,3,72.6486711834834
7,57,0,8,9,49.5939940558494
6,54,0,9,7,43.76988046705453
8,40,0,7,7,34.266784892303754
5,90,0,5,5,75.21750330435307
6,81,0,4,7,68.825359596895
7,84,0,7,0,74.81484168325505
7,85,0,9,5,77.79392044586626
1,50,1,4,2,22.567897075804275
3,63,0,4,2,40.929889467596674
6,91,1,9,1,80.84426377400652
1,73,1,9,1,48.215766532371184
7,43,1,4,3,32.80440402434365
5,49,1,5,0,33.0839376669742
6,41,1,7,8,30.354816160786164
4,77,1,6,5,60.202553129357575
6,67,0,6,7,55.54549933262471
4,40,0,9,4,23.20276532525118
4,48,0,7,7,30.967667385334245
3,44,0,6,9,23.943986365745857
8,81,1,5,1,74.44081404998198
3,97,1,7,1,77.39748572908798
2,60,0,6,6,36.77833672402598
8,47,0,6,7,40.90671502443892
3,56,0,4,5,34.39690982205503
1,88,1,7,4,63.10681868193512
5,79,0,9,8,66.55731772277665
1,46,0,8,5,20.439930718991405
7,46,0,7,8,37.7118147622921
6,54,0,7,2,41.80882314579771
7,46,0,5,0,35.15758699709607
4,86,0,8,4,69.5455316702083
6,61,0,6,0,48.05330631530672
3,89,0,9,3,70.02727021085298
6,55,1,7,0,43.025328489243286
8,77,1,7,9,72.92295604976036
9,77,0,4,4,72.74257016589172
7,80,0,8,0,71.22897587518312
2,98,1,6,7,76.25480584152393
2,43,1,7,8,20.94757000569021
2,61,0,8,7,38.9665215613849
2,97,1,7,9,76.11845132014139
6,76,0,9,9,66.5617991394777
4,61,1,8,0,43.89803257581307
3,52,0,6,7,31.692710933954977
5,76,1,8,5,63.01779386214579
6,76,1,4,0,62.94511888564873
4,84,0,8,6,67.90493575012565
4,79,0,5,2,60.56527474606414
5,84,0,9,2,70.46108404167023
8,92,0,5,7,86.23145992804163
9,79,1,6,9,77.33360123457467
4,94,0,5,9,77.21966073557181
4,48,0,4,6,29.31128403198403
1,71,1,6,7,45.90740466550367
3,90,1,9,9,72.82556340480315
1,91,1,5,6,65.58389005393309
9,88,1,6,2,85.11172983757282
4,69,1,8,6,53.22854499452681
2,97,0,7,0,73.7450091236064
4,42,1,9,2,25.43729211005116
6,90,1,5,0,77.6836390219562
7,97,0,9,9,90.8010716673715
9,65,0,8,8,63.262086624274
5,69,0,5,4,53.6413295545974
8,96,0,7,0,89.89192123895916
3,57,1,5,7,36.89052904809862
8,95,0,9,2,90.24178667492234
5,42,1,7,3,27.523397936124006
3,79,1,5,5,58.89155379526948
9,68,0,5,2,63.67115018842161
9,90,0,8,2,87.52628177025576
7,64,1,7,0,55.04834372088417
6,53,1,6,9,42.282576981006436
2,77,1,6,7,54.876355573081334
9,47,1,8,7,45.33390806329886
1,75,0,5,3,48.108445683605986
4,55,1,6,3,37.41063445693441
1,53,1,6,1,26.396677833245853
2,64,0,7,1,40.34802504022395
7,43,0,4,4,32.408196640939416
1,96,0,8,3,70.94555582408574
2,60,1,5,4,36.49060066877143
2,83,1,9,7,62.44314409324493
5,64,0,8,8,50.8007761451148
7,49,1,4,5,39.30797963509625
8,91,0,8,4,86.07892791478514
1,68,0,4,4,40.69379911809248
7,49,1,8,9,42.04375338973143
2,88,1,5,6,65.39064798932105
3,61,1,6,3,40.657940845609666
7,65,1,6,7,56.9642095740844
9,48,0,5,3,43.508444842646504
4,70,0,5,4,51.79852873650061
2,63,1,5,8,40.33555891808697
6,48,0,7,4,36.09614146029741
6,62,1,4,8,50.27460655719161
5,75,1,9,6,62.68371585945017
6,93,1,5,5,81.7263207525848
8,67,0,7,9,62.148810771498965
8,96,0,8,3,90.9713116402441
5,81,0,7,9,67.8186441721071
7,81,1,9,6,74.51348902647902
6,56,1,7,0,44.04334993059769
6,63,0,9,9,53.327520401870366
5,54,1,6,2,39.055711793718125
9,83,0,7,3,80.11163520474227
6,59,1,6,5,47.59981170388058
9,43,0,7,7,40.181671475818185
9,44,1,4,4,39.741793465913524
9,92,1,9,4,91.03792243765378
3,47,0,7,3,26.297929759276343
1,61,1,7,6,36.01568672799221
8,81,1,9,4,76.97886432330407
5,61,0,4,7,45.60410851035562
7,49,0,9,0,40.15653115054214
6,54,0,4,7,41.33878068032595
6,47,1,8,4,36.158270841006036
5,70,0,7,8,56.42268483589553
7,61,0,8,5,52.875185896014735
4,47,0,4,8,28.688709553255777
7,43,0,8,2,33.95762950769613
8,69,0,6,0,61.919122365044394
1,57,0,6,3,30.270279696572324
1,92,1,4,6,66.11569153794176
1,68,0,8,1,42.04550850353612
6,83,0,5,0,69.96355806775802
8,46,1,8,8,41.65278784380633
3,90,0,5,9,70.28675271070298
8,95,0,9,4,90.63723363754849
4,63,0,4,8,44.97705261492633
2,58,0,9,7,36.39867719466739
9,98,1,7,4,96.1736111710888
2,89,0,6,9,66.89412896724309
7,95,1,6,5,87.10940585209053
7,67,1,7,6,59.28874893282585
1,80,1,5,4,53.990207236408416
5,93,0,4,2,77.19217722713134
8,73,0,5,4,66.29588209836862
1,49,0,7,9,23.798669010961227
5,80,0,8,9,67.28684268809843
6,65,0,7,7,53.995676407261605
8,69,1,9,4,64.76260702705116
5,59,1,9,0,45.209031909901164
4,47,1,9,8,31.713740204701658
4,99,1,6,1,81.80813091390226
5,54,1,6,6,39.84660571897043
7,44,0,6,6,34.79410495961141
6,74,0,6,9,63.067096384731734
5,96,0,4,1,80.04851806988151
9,78,0,9,3,75.99396791266165
3,73,1,4,6,52.49492867111038
4,99,0,9,5,83.46375384647442
7,54,1,8,6,46.540690152564245
1,95,1,6,6,70.14219577669644
9,40,0,9,3,37.30915314119408
1,67,0,9,4,42.10687746346665
9,40,1,5,3,35.95820417652853
9,90,0,7,3,87.23778529422313
9,80,0,7,8,78.0461882872444
7,51,0,4,0,39.76147424652239
6,44,1,8,0,32.3133125916905
2,53,0,6,5,29.45446315323204
9,87,1,8,5,85.6593187548491
8,75,1,6,1,68.81890535920124
2,54,1,8,1,31.247961448742892
6,58,1,9,8,48.63362057850255
1,44,0,5,5,16.94522796424544
2,82,0,9,2,59.842574380607836
3,78,0,9,3,58.82903435595447
9,44,0,9,9,42.56757979449018
9,91,0,7,0,87.66263629163831
3,75,0,7,4,55.00025359851288
3,57,1,5,6,36.692805566785545
9,68,0,8,2,65.12981006045877
5,44,1,5,3,28.58700090414139
7,64,1,6,8,56.14391161404307
9,49,1,8,9,47.76539790863382
7,63,0,9,6,55.595172217382334
2,89,1,4,3,65.3292790293905
5,60,0,9,0,45.63312248653826
6,64,0,5,5,51.609768088589625
2,86,0,6,5,63.04917071792756
9,83,1,6,5,80.61479307474002
8,89,1,8,2,84.24136893416747
8,62,1,6,1,55.584626621593905
3,52,0,7,4,31.58576044736146
7,70,1,4,4,60.48870642222578
1,80,0,9,0,54.55026227582166
5,95,0,8,8,82.35944082710151
5,89,0,6,0,73.69708441377898
1,77,1,7,4,51.90858282703662
7,61,0,8,0,51.88656848944935
1,54,0,9,6,29.26804568848548
1,42,1,8,9,17.752669743543386
6,93,1,8,1,82.39408669936964
6,45,0,8,2,33.13285013095375
6,65,1,5,4,53.02399691334826
3,40,0,8,8,20.64661703370657
6,58,0,7,4,46.2763558738415
3,46,0,7,7,26.070802243174242
8,59,0,8,7,54.09541223538326
5,69,1,6,3,54.52375689534734
7,70,0,9,4,62.325875344237055
9,57,0,4,1,51.78897089486431
4,80,1,5,1,61.97950357082278
3,40,1,7,9,20.95205142239125
3,98,0,6,5,78.12625027363165
3,61,1,8,6,42.22355120424033
7,55,0,4,3,44.42673045587926
9,41,0,6,9,38.0548555983898
1,94,1,9,9,71.17600465131838
2,65,1,9,5,43.72331118623941
8,44,0,7,8,38.53659413903447
3,73,0,8,1,52.85726022921056
8,89,1,6,0,82.8734820568499
6,64,1,8,8,54.25552926928331
9,87,1,7,2,84.57992835356413
5,93,1,4,9,79.17017246104018
5,69,1,8,5,55.89164377266493
8,90,1,4,1,83.11678706482593
7,90,1,6,8,82.6124690892577
2,69,1,5,2,45.25734667833496
5,50,0,7,3,35.073638602241964
5,53,0,7,9,39.31404381418364
2,55,0,9,1,32.1582719827257
8,89,1,4,6,83.0873830300369
3,43,1,6,5,22.729001863856453
9,93,0,8,9,91.96441046351055
8,53,1,8,0,47.19715008278258
2,44,0,5,0,18.817432817131255
5,70,0,5,6,55.05479795857796
2,94,0,9,5,72.65200212079998
1,49,0,6,8,23.114725572302433
1,66,1,5,9,40.726524464012066
3,55,0,9,0,34.82137076086382
5,69,0,9,9,56.574826790545636
9,60,0,8,8,58.17197941750195
3,84,0,9,0,64.34399256014169
5,98,1,6,5,84.44182565725137
5,93,0,7,5,79.24400754310773
8,93,0,4,6,86.56553793073724
8,69,0,7,0,62.405342322390105
8,65,0,8,7,60.203540883509724
2,68,0,6,4,44.52706129223511
7,64,1,8,6,56.72090456610835
9,65,0,7,8,62.77586666692827
2,76,0,6,1,52.07806237913115
2,73,0,7,8,50.89428238160517
9,42,0,5,9,38.58665708239851
4,97,1,9,3,81.62619486585675
3,93,1,9,1,74.29783987836177
5,44,1,7,5,29.95488778145897
2,88,1,8,5,66.65158438004511
9,47,1,4,2,42.400410827350605
3,80,0,8,8,61.367474687882954
2,52,1,8,2,29.40964204734714
9,95,0,5,6,91.94862303024297
4,58,0,6,0,39.27759747234109
3,67,1,5,1,45.884402573764255
1,71,1,6,0,44.523340296312135
2,93,0,8,4,70.95003724078677
4,42,1,7,2,24.464852195359732
9,71,1,8,9,70.16186961843084
8,47,0,6,2,39.918097617873535
4,53,0,6,8,35.76927811607366
9,95,0,6,0,91.24850209971024
3,68,0,9,0,48.05564949847115
7,81,0,6,8,72.8563452523507
5,97,0,6,4,82.63214986986657
6,57,1,8,6,46.73393221717628
2,42,0,8,8,19.821837656964192
2,77,0,5,7,53.796204751018315
4,48,0,6,8,30.67917090930161
6,79,1,4,2,66.39463017233811
5,82,1,4,7,67.57648964351554
4,47,1,7,0,29.159512439505626
6,88,1,7,6,77.80637694181726
7,68,0,6,9,59.819789996056464
2,40,0,5,1,14.943070533026692
5,60,0,8,4,45.93779645444486
2,48,1,6,7,25.353733773803462
7,95,0,7,2,86.40852450077969
9,81,0,6,8,78.5779897712531
5,61,1,6,1,45.98413840188591
7,48,1,6,3,38.86695114580713
9,47,1,4,0,42.00496386472445
9,81,1,7,9,79.85586407462921
2,75,1,8,2,52.82413519849856
8,83,1,4,0,75.792913494032
3,76,1,7,4,56.61220590458459
1,69,0,8,5,43.85442387014283
6,64,0,6,3,51.70054108330918
2,80,0,9,2,57.80653149789901
7,48,0,8,9,40.431801083659714
1,41,0,7,3,14.468156592247496
6,43,0,5,5,30.231317820147005
6,53,1,4,4,40.32151965974962
8,52,0,4,1,43.83804142864107
8,63,0,9,0,57.26965358895507
6,71,0,9,8,61.27396845139257
1,96,0,8,0,70.3523853801465
8,92,0,5,5,85.83601296541548
5,70,0,5,3,54.46162751463873
3,51,0,5,7,30.188469535254846
2,64,1,6,9,42.03752379810016
6,86,1,4,2,73.52078026181897
4,90,1,8,3,74.01382481903016
1,47,1,9,3,22.14265601978269
8,82,1,9,6,78.39233272728461
2,45,1,6,3,21.508775524487923
7,82,1,9,7,75.7292339491465
4,92,0,4,8,74.49967441420421
9,77,0,7,0,73.41033611267656
6,76,0,6,4,64.11452186087516
3,41,1,6,1,19.902065055895328
3,74,0,9,5,55.15239555316298
7,85,1,7,5,77.41541139589214
7,92,1,8,0,84.03916403615335
3,87,0,9,5,68.38667429077032
9,46,1,4,4,41.77783634862235
8,61,0,4,6,53.98885180739614
4,71,1,8,9,55.85775832117485
3,98,1,8,3,79.29717409041425
5,66,0,5,3,50.38954174922109
6,99,1,8,5,89.29310927274841
3,83,0,5,5,62.36970869596981
5,90,1,5,9,76.60232809432267
2,81,1,5,9,58.857668343779416
2,48,0,9,9,26.613909743749446
9,73,0,7,0,69.33825034725893
1,48,1,6,9,22.888358476978418
2,54,0,5,7,30.381711599866883
5,47,0,8,4,32.70351771683753
6,97,0,7,0,85.18829816141118
8,58,0,9,6,53.365887270061485
1,81,0,5,2,54.018850850419376
8,47,0,7,7,41.39293498178463
8,57,1,6,0,50.29679593350878
9,74,0,9,9,73.10822303512248
7,67,0,9,9,60.2604284267392
5,85,1,6,1,70.41665299439174
4,86,0,6,9,69.56170916208225
8,93,0,5,8,87.44720485070911
1,90,0,7,5,64.7466541812397
1,64,0,8,5,38.764316663370785
5,96,1,5,7,82.31500977982299
5,42,1,6,3,27.03717797877829
9,89,1,5,3,85.84125480289461
4,99,0,4,9,81.82354798499813
3,74,1,9,6,55.94404989919337
4,58,1,4,5,39.88770582893235
7,90,1,7,5,82.50551860266418
8,82,0,8,3,76.71901146128238
1,85,0,9,6,60.82671037047218
7,47,0,5,3,36.768778882389704
9,46,1,8,3,43.524992696692145
7,40,1,6,4,30.920503096284925
9,64,0,9,7,62.532561658952226
1,72,1,4,1,44.7666453042882
1,44,0,9,1,18.099213868375998
4,44,0,5,6,25.725418223912108
9,56,1,7,4,53.41671063420359
7,92,0,9,9,85.71096446059946
7,97,0,8,4,89.32623430346041
5,47,0,8,1,32.1103472728983
6,73,1,7,9,63.12922576544033
5,79,0,8,0,64.48930991492634
9,40,1,5,0,35.3650337325893
3,68,0,6,7,47.98105399562554
3,75,0,4,2,53.14614676384958
7,76,1,6,8,68.36016891029598
6,68,0,4,5,55.195633896661526
3,44,0,6,3,22.7576454778674
5,71,1,4,6,56.18053030730395
2,91,1,7,1,68.42853482151031
6,63,0,9,8,53.12979692055729
8,58,0,8,1,51.89104990615039
1,51,0,8,7,25.925484888389605
7,73,1,6,8,65.30610458623275
2,46,0,4,0,20.367255742494365
3,42,1,5,6,21.422483946469406
8,77,0,7,6,71.73585474110382
9,89,0,6,3,85.73354389552301
4,89,1,6,2,71.82563998167126
7,93,1,5,4,84.38941953072293
9,44,0,4,0,38.35696867594391
7,69,0,7,1,59.742243544251984
4,65,0,4,7,46.815372016322065
3,93,1,6,5,73.63007393157693
2,86,0,6,2,62.45600027398833
6,60,1,7,6,49.30177658389379
9,43,0,4,6,38.52528812246796
8,40,0,8,3,33.96211092439717
4,56,0,6,6,38.42789547751074
6,90,1,5,2,78.07908598458235
9,98,0,8,5,96.26362374503026
5,73,0,8,6,59.567522154678336
9,84,1,6,2,81.0396440721552
6,45,0,4,2,31.187970301570893
7,46,0,7,4,36.920920837039795
2,52,1,4,1,27.26703873665121
2,90,1,7,0,67.21278989884283
6,56,1,7,1,44.24107341191077
6,76,1,9,6,66.56255956025578
2,95,0,6,8,72.80453413405647
1,93,1,5,3,67.02676249270266
4,63,1,8,5,46.92269286508728
9,92,0,7,0,88.68065773299273
4,84,1,6,4,67.13097973752537
1,62,1,5,0,34.87492736677675
8,42,0,8,8,36.98677121367138
3,54,1,6,6,34.124961200068036
6,88,1,6,4,76.92471002184539
7,97,1,5,9,89.45012270270595
7,45,0,4,6,34.83968648627438
8,62,0,5,1,54.50447579953089
9,83,1,6,8,81.20796351867924
3,84,0,8,3,64.4509430467352
4,93,1,6,9,77.28179011628043
9,84,0,8,5,82.01132356606854
7,42,1,6,8,33.74743990424606
1,42,1,5,8,16.096286390193164
9,99,1,8,1,97.08468212584967
1,54,1,5,1,26.92847931725455
7,47,0,7,6,38.334389241020354
8,92,0,5,0,84.84739555885011
9,92,0,8,6,90.35321857821691
6,57,0,4,0,43.008780635197645
7,69,1,8,8,62.20645873550655
6,42,0,7,8,30.778906737423263
9,45,1,4,9,41.74843231383331
7,77,1,7,4,69.0735163837438
1,82,1,4,4,55.54003016177152
1,57,1,6,6,31.457381005228875
5,95,0,6,4,80.59610698715775
3,66,1,6,9,46.93438894026017
2,79,1,4,5,55.54451157847256
5,68,1,6,2,53.30801197267986
2,94,0,4,5,70.22090233407138
6,85,1,4,0,72.10731185783843
5,66,1,5,4,51.18119609525147
6,72,1,5,1,59.55697655888989
4,72,0,6,4,54.320791576555145
5,83,0,6,5,68.57757317221791
7,40,1,7,9,32.39534046019603
5,89,1,7,1,74.97495871715509
8,73,0,9,7,68.83393237169071
9,64,1,6,3,60.87693872638008
3,54,1,6,6,34.124961200068036
1,82,1,9,6,58.36657691112625
8,89,0,8,7,84.63605547601554
1,94,1,6,4,68.72872737271587
9,98,1,9,3,96.94832760446712
6,89,0,7,7,78.42819099976742
9,91,1,5,3,87.87729768560342
5,49,1,4,5,33.58633511619386
6,60,1,9,3,49.681046054645996
9,54,0,8,1,50.67978640018395
9,95,1,5,0,91.35621300708183
6,44,0,9,0,32.2056016843189
6,64,1,4,3,51.322032033335056
6,95,1,8,4,85.0233000260177
2,61,1,9,0,38.662608014256385
7,64,1,7,0,55.04834372088417
1,48,0,4,0,19.542476365751988
9,66,1,5,3,62.426761651743185
3,58,0,5,8,37.512343106048796
3,77,0,8,6,57.91796340119358
4,54,1,6,8,37.381230422145386
2,84,1,4,8,61.227789229183834
7,44,0,6,7,34.991828440924486
2,63,1,5,0,38.753771067582356
2,94,1,8,0,71.77109562160618
5,98,0,6,1,83.05700086728174
8,67,1,4,3,60.09774087630067
8,51,1,4,6,44.40256825856935
6,77,1,8,9,67.68753148820369
1,83,1,9,0,58.1982574646022
7,99,0,8,7,91.95544763010844
3,84,0,9,3,64.93716300408093
2,75,0,9,9,54.1004886603185
1,45,0,9,6,20.105852716295793
8,77,0,8,5,72.02435121713648
2,98,0,8,7,76.63331489149806
1,46,0,4,7,18.890497852234702
4,95,0,5,6,77.64451173298701
4,62,0,7,4,44.62679712035675
8,91,1,4,6,85.12342591274572
9,54,0,9,3,51.56145332015581
7,57,0,5,2,46.75126981462072
5,59,1,6,8,45.33215988836863
1,85,0,9,6,60.82671037047218
8,88,0,7,2,82.14319667075003
4,71,0,5,5,53.01427365916809
2,93,0,7,4,70.46381728344105
2,60,1,8,7,38.5424309847478
1,96,0,9,5,71.8272227440576
3,88,0,9,0,68.41607832555934
9,69,1,4,4,65.19232949977376
9,93,1,8,3,91.37200044034938
5,98,0,8,5,84.8203347072255
6,64,0,9,9,54.34554184322479
7,77,0,8,3,68.76808199505913
8,91,0,9,5,86.76287135344393
9,96,0,7,0,92.75274349841035
9,96,0,7,8,94.33453134891494
6,54,1,8,1,42.691250486547666
7,91,0,9,3,83.50660213136658
2,83,1,6,2,59.995866814642405
9,74,1,8,2,71.83186957330253
4,91,0,4,9,73.67937645416288
4,40,1,6,7,22.931206761870577
5,73,0,6,0,57.40874135210844
3,52,1,5,7,31.800421841326575
8,97,1,5,2,90.9268805929656
5,48,0,8,8,34.51243308344424
2,89,1,9,4,67.95810229743216
1,49,0,7,3,22.61232812308277
4,95,1,6,4,78.32921559242388
2,87,0,6,9,64.85808608453428
1,48,0,8,2,21.882803157760996
7,92,1,4,0,82.09428420677048
1,42,0,4,7,14.818412086817062
2,69,0,8,8,47.30841657353326
1,83,0,7,4,57.42278061044576
1,49,1,9,9,25.36503979036997
4,57,0,4,3,37.88030656023448
9,85,1,4,0,80.68977863619202
9,57,1,7,2,54.03928511293184
2,73,1,5,6,50.12032636900491
2,62,0,5,1,37.339542242823704
2,92,0,8,5,70.12973928074544
5,40,0,6,5,24.802651193978306
8,77,0,8,9,72.81524514238879
5,78,1,4,1,62.31806299021944
5,46,1,7,8,32.58410110810703
2,57,0,6,1,32.73565499339737
9,43,0,4,7,38.72301160378104
4,91,0,6,7,74.25636940622815
6,48,1,6,6,36.59929933029516
7,47,1,9,6,39.9007600204291
8,57,0,6,1,49.90058855010455
8,81,0,4,5,74.15155715317124
6,85,1,7,0,73.56597172987557
3,65,0,5,8,44.63849319552967
9,79,0,9,2,76.81426587270298
2,61,0,5,6,37.31013820803468
3,83,1,4,8,63.070590047280625
5,86,1,7,6,72.90951179965725
2,60,0,4,3,35.21272636539532
8,87,1,9,1,82.49382252749129
